"","num","txt"
"1",NA,""
"2",NA,""
"3",NA,""
"4",NA,""
"5",NA,""
"6",NA,""
"7",NA,""
"8",0,"0"
"9",0,"0"
"10",0,"0"
"11",0,"0"
